id,url,domain
14428,https://www.dailymail.co.uk/wires/ap/article-15324033/Rights-groups-slam-Trump-administration-ending-Myanmar-deportation-protection-civil-war-rages.html,dailymail.co.uk
14429,https://www.dailymail.co.uk/sport/football/article-15324019/Michael-Owen-explains-believes-Liverpool-Premier-League-title-race.html,dailymail.co.uk
14430,https://www.dailymail.co.uk/wires/pa/article-15324015/B-Q-firm-Kingfisher-lifts-profit-target-despite-softer-UK-market.html,dailymail.co.uk
14431,https://www.dailymail.co.uk/news/article-15324013/Driver-killed-student-dog-double-speed-limit-jailed.html,dailymail.co.uk
14432,https://www.dailymail.co.uk/galleries/article-15324005/Bondis-blunt-response-Halligans-indictments-thrown-out.html,dailymail.co.uk
14433,https://www.dailymail.co.uk/sport/football/article-15324003/Liverpool-legend-Graeme-Souness-performances-Mohamed-Salah.html,dailymail.co.uk
14434,https://www.dailymail.co.uk/wires/pa/article-15324001/Madness-increase-welfare-spending-Budget-says-AO-World-boss.html,dailymail.co.uk
14435,https://www.dailymail.co.uk/tvshowbiz/article-15323999/Freddy-Brazier-splits-girlfriend-Holly-child-Jeff.html,dailymail.co.uk
14436,https://www.dailymail.co.uk/news/article-15323997/Surgeon-performed-UKs-successful-heart-transplant-dies-aged-93-pioneering-doctor-gave-new-lease-life-1979-52-year-old-football-fan-loved-beer-cigarettes.html,dailymail.co.uk
14437,https://www.dailymail.co.uk/tvshowbiz/article-15323995/Amanda-Holden-romance-scam-cost-man-home.html,dailymail.co.uk
14438,https://www.dailymail.co.uk/health/article-15323993/shape-bum-says-health-according-science.html,dailymail.co.uk
14439,https://www.dailymail.co.uk/news/article-15323991/Jeremy-Corbyn-sorry-shambolic-launch-hard-Left-Party-Zarah-Sultana.html,dailymail.co.uk
14440,https://www.dailymail.co.uk/galleries/article-15323983/Democrat-Party-turmoil-group-liberals-target-Chuck-Schumer.html,dailymail.co.uk
14441,https://www.dailymail.co.uk/wires/pa/article-15323981/Cleverly-distances-Hollinrake-s-Reform-UK-jibe.html,dailymail.co.uk
14442,https://www.dailymail.co.uk/wires/ap/article-15323979/Amnesty-accuses-Sudanese-paramilitary-group-RSF-committing-war-crimes-Darfur-city-el-Fasher.html,dailymail.co.uk
14443,https://www.dailymail.co.uk/news/article-15323975/Milkshake-latte-lovers-brace-price-hikes-Labour-extends-sugar-tax-raise-100m.html,dailymail.co.uk
14444,https://www.dailymail.co.uk/sport/cricket/article-15323971/County-cricket-transfers-Shoaib-Bashir-England-Kent-Yorkshire-Warwickshire.html,dailymail.co.uk
14445,https://www.dailymail.co.uk/tvshowbiz/article-15323969/Kate-Beckinsale-Lily-Sheen-boyfriend-family-tragedy-daughter.html,dailymail.co.uk
14446,https://www.dailymail.co.uk/tv/article-15323955/netflix-true-crime-documentary-sex-attacker-number-1.html,dailymail.co.uk
14447,https://www.dailymail.co.uk/news/article-15323949/British-Gas-boss-Labour-cut-energy-bills-Net-Zero.html,dailymail.co.uk
14448,https://www.dailymail.co.uk/news/article-15323945/BMWs-Mercedes-removed-Motability-scheme-Rachel-Reeves-said-leasing-luxury-cars-disability-claimants-unfair-working-families.html,dailymail.co.uk
14449,https://www.dailymail.co.uk/health/article-15323939/Tesco-recalls-celery-fruit-nut-salad-contamination-deadly-allergen.html,dailymail.co.uk
14450,https://www.dailymail.co.uk/news/article-15323935/Liverpool-parade-attacker-goes-trial-accused-driving-car-fans-celebrating-title-win.html,dailymail.co.uk
14451,https://www.dailymail.co.uk/wires/afp/article-15323937/Afghanistan-vows-appropriate-response-Pakistan-strikes-kill-10.html,dailymail.co.uk
14452,https://www.dailymail.co.uk/tvshowbiz/article-15323933/Madonna-Dawn-French-lead-tributes-cult-character-actor-Udo-Kier-starred-220-films.html,dailymail.co.uk
14453,https://www.dailymail.co.uk/money/markets/article-15323931/Marstons-shares-soar-profits-rise-amid-bumper-Christmas-bookings.html,dailymail.co.uk
14454,https://www.dailymail.co.uk/wires/pa/article-15323929/Milkshakes-lattes-expected-hit-Government-sugar-tax.html,dailymail.co.uk
14455,https://www.dailymail.co.uk/sport/football/article-15323925/Arsenal-Manchester-City-defender-Bacary-Sagna-Jean-Philippe-Mateta.html,dailymail.co.uk
14456,https://www.dailymail.co.uk/tvshowbiz/article-15323923/Heidi-Klum-daring-latex-bodysuit-poses-racy-shoot.html,dailymail.co.uk
14457,https://www.dailymail.co.uk/wires/afp/article-15323913/Oldest-survivor-Tulsa-race-massacre-dies-US-mayor.html,dailymail.co.uk
